title	year	url	semanticscholar_tldr	use	citation_count	abstract	semanticscholar_id	bibtex
Negated and Misprimed Probes for Pretrained Language Models: Birds Can Talk, But Cannot Fly	2019	http://www.semanticscholar.org/paper/68c1bf884f0fc0e86641466a1f1fa67e79f16a17	Two new probing tasks analyzing factual knowledge stored in Pretrained Language Models are proposed and it is found that PLMs do not distinguish between negated and non-negated cloze questions, and PLMs are easily distracted by misprimes.	maybe	151	Building on Petroni et al. 2019, we propose two new probing tasks analyzing factual knowledge stored in Pretrained Language Models (PLMs). (1) Negation. We find that PLMs do not distinguish between negated (‘‘Birds cannot [MASK]”) and non-negated (‘‘Birds can [MASK]”) cloze questions. (2) Mispriming. Inspired by priming methods in human psychology, we add “misprimes” to cloze questions (‘‘Talk? Birds can [MASK]”). We find that PLMs are easily distracted by misprimes. These results suggest that PLMs still have a long way to go to adequately learn human-like factual knowledge.	68c1bf884f0fc0e86641466a1f1fa67e79f16a17	@['JournalArticle', 'Conference']{kassner-schütze-2019-negated,  author = {Nora Kassner and Hinrich Schütze},  booktitle = {Annual Meeting of the Association for Computational Linguistics},  pages = {7811-7818},  title = {Negated and Misprimed Probes for Pretrained Language Models: Birds Can Talk, But Cannot Fly},  year = {2019} }
Necessity and Sufficiency for Explaining Text Classifiers: A Case Study in Hate Speech Detection	2022	http://www.semanticscholar.org/paper/1c303f92f2eb54c0b0c97c599b28eb7aaa4dc798	A novel feature attribution method for explaining text classifiers is presented, and it is shown that different values of necessity and sufficiency for identity terms correspond to different kinds of false positive errors, exposing sources of classifier bias against marginalized groups.	maybe	5	We present a novel feature attribution method for explaining text classifiers, and analyze it in the context of hate speech detection. Although feature attribution models usually provide a single importance score for each token, we instead provide two complementary and theoretically-grounded scores – necessity and sufficiency – resulting in more informative explanations. We propose a transparent method that calculates these values by generating explicit perturbations of the input text, allowing the importance scores themselves to be explainable. We employ our method to explain the predictions of different hate speech detection models on the same set of curated examples from a test suite, and show that different values of necessity and sufficiency for identity terms correspond to different kinds of false positive errors, exposing sources of classifier bias against marginalized groups.	1c303f92f2eb54c0b0c97c599b28eb7aaa4dc798	@['JournalArticle', 'Conference']{balkir-etal-2022-necessity,  author = {Esma Balkir and I. Nejadgholi and Kathleen C. Fraser and Svetlana Kiritchenko},  booktitle = {North American Chapter of the Association for Computational Linguistics},  pages = {2672-2686},  title = {Necessity and Sufficiency for Explaining Text Classifiers: A Case Study in Hate Speech Detection},  year = {2022} }
Naturalistic Causal Probing for Morpho-Syntax	2022	http://www.semanticscholar.org/paper/aa0c9285bb76c7a4c3f32a5b122f1d5eb171c5d6	This work proposes a strategy for input-level intervention on naturalistic sentences that intervenes on the morpho-syntactic features of a sentence, while keeping the rest of the sentence unchanged, which allows us to causally probe pre-trained models.	maybe	1	Probing has become a go-to methodology for interpreting and analyzing deep neural models in natural language processing. However, there is still a lack of understanding of the limitations and weaknesses of various types of probes. In this work, we suggest a strategy for input-level intervention on naturalistic sentences. Using our approach, we intervene on the morpho-syntactic features of a sentence, while keeping the rest of the sentence unchanged. Such an intervention allows us to causally probe pre-trained models. We apply our naturalistic causal probing framework to analyze the effects of grammatical gender and number on contextualized representations extracted from three pre-trained models in Spanish: the multilingual versions of BERT, RoBERTa, and GPT-2. Our experiments suggest that naturalistic interventions lead to stable estimates of the causal effects of various linguistic properties. Moreover, our experiments demonstrate the importance of naturalistic causal probing when analyzing pre-trained models.	aa0c9285bb76c7a4c3f32a5b122f1d5eb171c5d6	@['JournalArticle']{amini-etal-2022-naturalistic,  author = {Afra Amini and Tiago Pimentel and Clara Meister and Ryan Cotterell},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Naturalistic Causal Probing for Morpho-Syntax},  volume = {abs/2205.07043},  year = {2022} }
Multilingual Probing of Deep Pre-Trained Contextual Encoders	2019	http://www.semanticscholar.org/paper/3ba6379bb0ca7fcd949aa35c3de2adec322b2f53	This work comprehensively evaluate and analyse – from a typological perspective amongst others – multilingual variants of existing encoders on probing datasets constructed for 6 non-English languages.	maybe	11	Encoders that generate representations based on context have, in recent years, benefited from adaptations that allow for pre-training on large text corpora. Earlier work on evaluating fixed-length sentence representations has included the use of ‘probing’ tasks, that use diagnostic classifiers to attempt to quantify the extent to which these encoders capture specific linguistic phenomena. The principle of probing has also resulted in extended evaluations that include relatively newer word-level pre-trained encoders. We build on probing tasks established in the literature and comprehensively evaluate and analyse – from a typological perspective amongst others – multilingual variants of existing encoders on probing datasets constructed for 6 non-English languages. Specifically, we probe each layer of a multiple monolingual RNN-based ELMo models, the transformer-based BERT’s cased and uncased multilingual variants, and a variant of BERT that uses a cross-lingual modelling scheme (XLM).	3ba6379bb0ca7fcd949aa35c3de2adec322b2f53	@None{ravishankar-etal-2019-multilingual,  author = {Vinit Ravishankar and Lilja Øvrelid and Erik Velldal},  title = {Multilingual Probing of Deep Pre-Trained Contextual Encoders},  year = {2019} }
Multilingual LAMA: Investigating Knowledge in Multilingual Pretrained Language Models	2021	http://www.semanticscholar.org/paper/fcfc9648561a221750b8085790ad9ba1bebb1800	This work translates the established benchmarks TREx and GoogleRE into 53 languages and finds that using mBERT as a knowledge base yields varying performance across languages and pooling predictions across languages improves performance.	maybe	37	Recently, it has been found that monolingual English language models can be used as knowledge bases. Instead of structural knowledge base queries, masked sentences such as “Paris is the capital of [MASK]” are used as probes. We translate the established benchmarks TREx and GoogleRE into 53 languages. Working with mBERT, we investigate three questions. (i) Can mBERT be used as a multilingual knowledge base? Most prior work only considers English. Extending research to multiple languages is important for diversity and accessibility. (ii) Is mBERT’s performance as knowledge base language-independent or does it vary from language to language? (iii) A multilingual model is trained on more text, e.g., mBERT is trained on 104 Wikipedias. Can mBERT leverage this for better performance? We find that using mBERT as a knowledge base yields varying performance across languages and pooling predictions across languages improves performance. Conversely, mBERT exhibits a language bias; e.g., when queried in Italian, it tends to predict Italy as the country of origin.	fcfc9648561a221750b8085790ad9ba1bebb1800	@['JournalArticle', 'Conference']{kassner-etal-2021-multilingual,  author = {Nora Kassner and Philipp Dufter and Hinrich Schütze},  booktitle = {Conference of the European Chapter of the Association for Computational Linguistics},  journal = {ArXiv},  title = {Multilingual LAMA: Investigating Knowledge in Multilingual Pretrained Language Models},  volume = {abs/2102.00894},  year = {2021} }
Multilingual BERT, ergativity, and grammatical subjecthood	2021	http://www.semanticscholar.org/paper/4004d39cb3440c5bf7edde84beffb2ecfc4c9a91	This paper investigates how Multilingual by examining how English as a second language is implemented in the classroom and how teachers and students use it to communicate.	maybe	0	We investigate how Multilingual by examining how	4004d39cb3440c5bf7edde84beffb2ecfc4c9a91	@None{papadimitriou-etal-2021-multilingual,  author = {Isabel Papadimitriou and Ethan A. Chi and Richard Futrell and Kyle Mahowald},  booktitle = {SCIL},  pages = {425-426},  title = {Multilingual BERT, ergativity, and grammatical subjecthood},  volume = {4},  year = {2021} }
Multi-Stage Prompting for Knowledgeable Dialogue Generation	2022	http://www.semanticscholar.org/paper/2ff3b65e893afde3d98d0870129b1c7999fc1a43	This paper proposes a multi-stage prompting approach to generate knowledgeable responses from a single pretrained language model (LM) and shows that its knowledge generator outperforms the state-of-the-art retrieval-based model by 5.8% when combining knowledge relevance and correctness.	maybe	12	Existing knowledge-grounded dialogue systems typically use finetuned versions of a pretrained language model (LM) and large-scale knowledge bases. These models typically fail to generalize on topics outside of the knowledge base, and require maintaining separate potentially large checkpoints each time finetuning is needed. In this paper, we aim to address these limitations by leveraging the inherent knowledge stored in the pretrained LM as well as its powerful generation ability. We propose a multi-stage prompting approach to generate knowledgeable responses from a single pretrained LM. We first prompt the LM to generate knowledge based on the dialogue context. Then, we further prompt it to generate responses based on the dialogue context and the previously generated knowledge. Results show that our knowledge generator outperforms the state-of-the-art retrieval-based model by 5.8% when combining knowledge relevance and correctness. In addition, our multi-stage prompting outperforms the finetuning-based dialogue model in terms of response knowledgeability and engagement by up to 10% and 5%, respectively. Furthermore, we scale our model up to 530 billion parameters and demonstrate that larger LMs improve the generation correctness score by up to 10%, and response relevance, knowledgeability and engagement by up to 10%. Our code is available at: https://github.com/NVIDIA/Megatron-LM.	2ff3b65e893afde3d98d0870129b1c7999fc1a43	@['JournalArticle']{liu-etal-2022-multi,  author = {Zihan Liu and M. Patwary and R. Prenger and Shrimai Prabhumoye and Wei Ping and M. Shoeybi and Bryan Catanzaro},  booktitle = {Findings},  journal = {ArXiv},  title = {Multi-Stage Prompting for Knowledgeable Dialogue Generation},  volume = {abs/2203.08745},  year = {2022} }
MRQA 2019 Shared Task: Evaluating Generalization in Reading Comprehension	2019	http://www.semanticscholar.org/paper/1be21e96eaac56f626e7b41c1f332b6b46131608	In this task, 18 distinct question answering datasets were adapted and unified into the same format and the best system achieved an average F1 score of 72.5 on the 12 held-out datasets.	maybe	187	We present the results of the Machine Reading for Question Answering (MRQA) 2019 shared task on evaluating the generalization capabilities of reading comprehension systems. In this task, we adapted and unified 18 distinct question answering datasets into the same format. Among them, six datasets were made available for training, six datasets were made available for development, and the rest were hidden for final evaluation. Ten teams submitted systems, which explored various ideas including data sampling, multi-task learning, adversarial training and ensembling. The best system achieved an average F1 score of 72.5 on the 12 held-out datasets, 10.7 absolute points higher than our initial baseline based on BERT.	1be21e96eaac56f626e7b41c1f332b6b46131608	@['JournalArticle', 'Conference']{fisch-etal-2019-mrqa,  author = {Adam Fisch and Alon Talmor and Robin Jia and Minjoon Seo and Eunsol Choi and Danqi Chen},  booktitle = {Conference on Empirical Methods in Natural Language Processing},  journal = {ArXiv},  title = {MRQA 2019 Shared Task: Evaluating Generalization in Reading Comprehension},  volume = {abs/1910.09753},  year = {2019} }
MPI: Evaluating and Inducing Personality in Pre-trained Language Models	2022	https://www.semanticscholar.org/paper/cc99dc93dcbc61f2c17698ce446a60ab1fd22ae8		maybe	3	Originated as a philosophical quest, personality discerns how individuals differ from each other in terms of thinking, feeling, and behaving [21]. Towards building social machines that work with humans on a daily basis, we are motivated to ask: (1) Do existing pre-trained language models possess personality, akin to their human counterpart? If so, (2) how can we evaluate them? Further, given this evaluation framework, (3) how can we induce a certain personality in a fully controllable fashion? To tackle these three questions, we propose the Machine Personality Inventory (MPI) dataset for evaluating the machine personality; MPI follows standardized personality tests, built upon the Big Five Personality Factors (Big Five) theory and personality assessment inventories. By evaluating models with MPI, we provide the ﬁrst piece of evidence showing the existence of personality in pre-trained language models. We further devise a C HAIN P ROMPTING method to induce the language model with a speciﬁc personality in a controllable man-ner, capable of producing diversiﬁed	cc99dc93dcbc61f2c17698ce446a60ab1fd22ae8	@['JournalArticle']{jiang-etal-2022-mpi:,  author = {Guangyuan Jiang and Manjie Xu and Song-Chun Zhu and Wenjuan Han and Chi Zhang and Yixin Zhu},  booktitle = {ArXiv},  journal = {ArXiv},  title = {MPI: Evaluating and Inducing Personality in Pre-trained Language Models},  volume = {abs/2206.07550},  year = {2022} }
Morph Call: Probing Morphosyntactic Content of Multilingual Transformers	2021	http://www.semanticscholar.org/paper/2f9a33496079585ed2ed0d8118ec28e3f609c100	Morph Call presents Morph Call, a suite of 46 probing tasks for four Indo-European languages of different morphology: Russian, French, English and German, and proposes a new type of probing tasks based on detection of guided sentence perturbations.	maybe	3	The outstanding performance of transformer-based language models on a great variety of NLP and NLU tasks has stimulated interest in exploration of their inner workings. Recent research has been primarily focused on higher-level and complex linguistic phenomena such as syntax, semantics, world knowledge and common-sense. The majority of the studies is anglocentric, and little remains known regarding other languages, specifically their morphosyntactic properties. To this end, our work presents Morph Call, a suite of 46 probing tasks for four Indo-European languages of different morphology: Russian, French, English and German. We propose a new type of probing tasks based on detection of guided sentence perturbations. We use a combination of neuron-, layer- and representation-level introspection techniques to analyze the morphosyntactic content of four multilingual transformers, including their understudied distilled versions. Besides, we examine how fine-tuning on POS-tagging task affects the probing performance.	2f9a33496079585ed2ed0d8118ec28e3f609c100	@['JournalArticle']{mikhailov-etal-2021-morph,  author = {V. Mikhailov and Oleg Serikov and E. Artemova},  booktitle = {SIGTYP},  journal = {ArXiv},  title = {Morph Call: Probing Morphosyntactic Content of Multilingual Transformers},  volume = {abs/2104.12847},  year = {2021} }
Moral Mimicry: Large Language Models Produce Moral Rationalizations Tailored to Political Identity	2022	https://www.semanticscholar.org/paper/31200dbd7ad316c3130881a2d544a55f3fda6f89		maybe	0	Large Language Models (LLMs) have recently demonstrated impressive capability in generating ﬂuent text. LLMs have also shown an alarming tendency to reproduce social biases, for example stereotypical associations between gender and occupation or race and criminal behavior. Like race and gender, morality is an important social variable; our moral biases affect how we receive other people and their arguments. I anticipate that the apparent moral capabilities of LLMs will play an important role in their effects on the human social environment. This work investigates whether LLMs reproduce the moral biases associated with political groups, a capability I refer to as moral mimicry. I explore this hypothesis in GPT-3, a 175B-parameter language model based on the Transformer architecture, using tools from Moral Foundations Theory to measure the moral content in text generated by the model following prompting with liberal and conservative political identities. The results demonstrate that large language models are indeed moral mimics; when prompted with a political identity, GPT-3 generates text reﬂecting the corresponding moral biases. Moral mimicry could contribute to fostering understanding between social groups via moral reframing. Worryingly, it could also reinforce polarized views, exacerbating existing social challenges. I hope that this work encourages further investigation of the moral mimicry capability, including how to leverage it for social good and minimize its risks.	31200dbd7ad316c3130881a2d544a55f3fda6f89	@['JournalArticle']{simmons-2022-moral,  author = {Gabriel Simmons},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Moral Mimicry: Large Language Models Produce Moral Rationalizations Tailored to Political Identity},  volume = {abs/2209.12106},  year = {2022} }
Montague semantics and modifier consistency measurement in neural language models	2022	http://www.semanticscholar.org/paper/c80e38a6fd1027177ca7145d97377929033b825e		maybe			c80e38a6fd1027177ca7145d97377929033b825e	
Monolingual and Multilingual Reduction of Gender Bias in Contextualized Representations	2020	http://www.semanticscholar.org/paper/c1035a3fa5a0c74dea099b515ecc58d2d9387bac	DensRay, an analytical method for obtaining interpretable dense subspaces, performs on-par with prior approaches, but arguments that it is more robust and indications that it preserves language model performance better are provided.	maybe	17	Pretrained language models (PLMs) learn stereotypes held by humans and reflected in text from their training corpora, including gender bias. When PLMs are used for downstream tasks such as picking candidates for a job, people’s lives can be negatively affected by these learned stereotypes. Prior work usually identifies a linear gender subspace and removes gender information by eliminating the subspace. Following this line of work, we propose to use DensRay, an analytical method for obtaining interpretable dense subspaces. We show that DensRay performs on-par with prior approaches, but provide arguments that it is more robust and provide indications that it preserves language model performance better. By applying DensRay to attention heads and layers of BERT we show that gender information is spread across all attention heads and most of the layers. Also we show that DensRay can obtain gender bias scores on both token and sentence levels. Finally, we demonstrate that we can remove bias multilingually, e.g., from Chinese, using only English training data.	c1035a3fa5a0c74dea099b515ecc58d2d9387bac	@['JournalArticle', 'Conference']{liang-etal-2020-monolingual,  author = {Sheng Liang and Philipp Dufter and Hinrich Schütze},  booktitle = {International Conference on Computational Linguistics},  pages = {5082-5093},  title = {Monolingual and Multilingual Reduction of Gender Bias in Contextualized Representations},  year = {2020} }
Modular Representation Underlies Systematic Generalization in Neural Natural Language Inference Models	2020	http://www.semanticscholar.org/paper/1ed2ff72ee7ae857de3f4a9b97d992eba3b9fa6a	It is argued that an essential factor is modular internal structure, in which systematic manipulations of model-internal states are related to causal effects on their outputs, thereby allowing us to identify modular structure.	maybe	4	In adversarial testing, we pose hard generalization tasks in order to gain insights into the solutions found by our models. What properties must a system have in order to succeed at these hard behavioral tasks? We argue that an essential factor is modular internal structure. Our central contribution is a new experimental method called 'interchange interventions', in which systematic manipulations of model-internal states are related to causal effects on their outputs, thereby allowing us to identify modular structure. Our work is grounded empirically in a new challenge Natural Language Inference dataset designed to assess systems on their ability to reason about entailment and negation. We find that a BERT model is strikingly successful at the systematic generalization task we pose using this dataset, and our active manipulations of model-internal vectors help us understand why: despite the densely interconnected nature of the BERT architecture, the learned model embeds modular, general theories of lexical entailment relations.	1ed2ff72ee7ae857de3f4a9b97d992eba3b9fa6a	@['JournalArticle']{geiger-etal-2020-modular,  author = {Atticus Geiger and Kyle Richardson and Christopher Potts},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Modular Representation Underlies Systematic Generalization in Neural Natural Language Inference Models},  volume = {abs/2004.14623},  year = {2020} }
Modifying Memories in Transformer Models	2020	https://www.semanticscholar.org/paper/5270b626feb66c8c363e93ba6608daae93c5003b	This paper proposes a new task of explicitly modifying specific factual knowledge in Transformer models while ensuring the model performance does not degrade on the unmodified facts, and benchmarked several approaches that provide natural baseline performances on this task.	maybe	29	Large Transformer models have achieved impressive performance in many natural language tasks. In particular, Transformer based language models have been shown to have great capabilities in encoding factual knowledge in their vast amount of parameters. While the tasks of improving the memorization and generalization of Transformers have been widely studied, it is not well known how to make transformers forget specific old facts and memorize new ones. In this paper, we propose a new task of \emph{explicitly modifying specific factual knowledge in Transformer models while ensuring the model performance does not degrade on the unmodified facts}. This task is useful in many scenarios, such as updating stale knowledge, protecting privacy, and eliminating unintended biases stored in the models. We benchmarked several approaches that provide natural baseline performances on this task. This leads to the discovery of key components of a Transformer model that are especially effective for knowledge modifications. The work also provides insights into the role that different training phases (such as pretraining and fine-tuning) play towards memorization and knowledge modification.	5270b626feb66c8c363e93ba6608daae93c5003b	@['JournalArticle']{zhu-etal-2020-modifying,  author = {Chen Zhu and A. Rawat and M. Zaheer and Srinadh Bhojanapalli and Daliang Li and Felix X. Yu and Sanjiv Kumar},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Modifying Memories in Transformer Models},  volume = {abs/2012.00363},  year = {2020} }
Modelling General Properties of Nouns by Selectively Averaging Contextualised Embeddings	2020	http://www.semanticscholar.org/paper/5c9f1f30d8e2b34ffabd49a0bcbf0629f0f3426b	This paper finds that a simple strategy of averaging the contextualised embeddings of masked word mentions leads to vectors that outperform the static word vectors learned by BERT, as well as those from standard word embedding models, in property induction tasks.	maybe	1	While the success of pre-trained language models has largely eliminated the need for high-quality static word vectors in many NLP applications, static word vectors continue to play an important role in tasks where word meaning needs to be modelled in the absence of linguistic context. In this paper, we explore how the contextualised embeddings predicted by BERT can be used to produce high-quality word vectors for such domains, in particular related to knowledge base completion, where our focus is on capturing the semantic properties of nouns. We find that a simple strategy of averaging the contextualised embeddings of masked word mentions leads to vectors that outperform the static word vectors learned by BERT, as well as those from standard word embedding models, in property induction tasks. We notice in particular that masking target words is critical to achieve this strong performance, as the resulting vectors focus less on idiosyncratic properties and more on general semantic properties. Inspired by this view, we propose a filtering strategy which is aimed at removing the most idiosyncratic mention vectors, allowing us to obtain further performance gains in property induction.	5c9f1f30d8e2b34ffabd49a0bcbf0629f0f3426b	@['JournalArticle', 'Conference']{li-etal-2020-modelling,  author = {Na Li and Z. Bouraoui and José Camacho-Collados and Luis Espinosa Anke and Qing Gu and S. Schockaert},  booktitle = {International Joint Conference on Artificial Intelligence},  pages = {3850-3856},  title = {Modelling General Properties of Nouns by Selectively Averaging Contextualised Embeddings},  year = {2020} }
Modelling Commonsense Properties Using Pre-Trained Bi-Encoders	2022	http://www.semanticscholar.org/paper/11aab88f9742220bbc5a593f4a246edf7d57eae5	This work studies the possibility of fine-tuning language models to explicitly model concepts and their properties and shows that the resulting encoders allow us to predict commonsense properties with much higher accuracy than is possible by directly fine- tuning language models.	maybe	1	Grasping the commonsense properties of everyday concepts is an important prerequisite to language understanding. While contextualised language models are reportedly capable of predicting such commonsense properties with human-level accuracy, we argue that such results have been inflated because of the high similarity between training and test concepts. This means that models which capture concept similarity can perform well, even if they do not capture any knowledge of the commonsense properties themselves. In settings where there is no overlap between the properties that are considered during training and testing, we find that the empirical performance of standard language models drops dramatically. To address this, we study the possibility of fine-tuning language models to explicitly model concepts and their properties. In particular, we train separate concept and property encoders on two types of readily available data: extracted hyponym-hypernym pairs and generic sentences. Our experimental results show that the resulting encoders allow us to predict commonsense properties with much higher accuracy than is possible by directly fine-tuning language models. We also present experimental results for the related task of unsupervised hypernym discovery.	11aab88f9742220bbc5a593f4a246edf7d57eae5	@['JournalArticle', 'Conference']{gajbhiye-etal-2022-modelling,  author = {Amit Gajbhiye and Luis Espinosa-Anke and S. Schockaert},  booktitle = {International Conference on Computational Linguistics},  pages = {3971-3983},  title = {Modelling Commonsense Properties Using Pre-Trained Bi-Encoders},  year = {2022} }
Modeling the Influence of Verb Aspect on the Activation of Typical Event Locations with BERT	2021	http://www.semanticscholar.org/paper/d073db916b5c04c59f4e58e4951159693c54dd80	It is found that, although BERT efficiently modelled the typicality of locations, it did so independently of the verb aspect, with aspect to have a stronger influence on the scores, with locations in the imperfective setting being associated with lower surprisal values.	maybe	0	Prior studies on event knowledge in sentence comprehension have shown that the aspect of the main verb plays an important role in the processing of non-core semantic roles, such as locations: when the aspect of the main verb is imperfective, locations become more salient in the mental representation of the event and are easier for human comprehenders to process. In our study, we tested the popular language model BERT on two datasets derived from experimental studies to determine whether BERT’s predictions of prototypical event locations were also influenced by aspect. We found that, although BERT efficiently modelled the typicality of locations, it did so independently of the verb aspect. Even when the transformer was forced to focus on the verb phrase by masking the context words in the sentence, the typicality predictions were still accurate; in addition, we found aspect to have a stronger influence on the scores, with locations in the imperfective setting being associated with lower surprisal values.	d073db916b5c04c59f4e58e4951159693c54dd80	@['JournalArticle']{cho-etal-2021-modeling,  author = {Won-Ik Cho and Emmanuele Chersoni and Yu-Yin Hsu and Chu-Ren Huang},  booktitle = {Findings},  pages = {2922-2929},  title = {Modeling the Influence of Verb Aspect on the Activation of Typical Event Locations with BERT},  year = {2021} }
Model-based analysis of brain activity reveals the hierarchy of language in 305 subjects	2021	http://www.semanticscholar.org/paper/a6e259c8813ae419610dab4190a8358adcc7b2b5	The model-based approach successfully replicates the seminal study of Lerner et al., 2011, which revealed the hierarchy of language areas by comparing the functional-magnetic resonance imaging (fMRI) of seven subjects listening to 7 min of both regular and scrambled narratives.	maybe	11	A popular approach to decompose the neural bases of language consists in correlating, across individuals, the brain responses to different stimuli (e.g. regular speech versus scrambled words, sentences, or paragraphs). Although successful, this ‘model-free’ approach necessitates the acquisition of a large and costly set of neuroimaging data. Here, we show that a model-based approach can reach equivalent results within subjects exposed to natural stimuli. We capitalize on the recently-discovered similarities between deep language models and the human brain to compute the mapping between i) the brain responses to regular speech and ii) the activations of deep language models elicited by modified stimuli (e.g. scrambled words, sentences, or paragraphs). Our model-based approach successfully repli-cates the seminal study of (Lerner et al., 2011), which revealed the hierarchy of language ar-eas by comparing the functional-magnetic resonance imaging (fMRI) of seven subjects listening to 7 min of both regular and scrambled narratives. We further extend and precise these results to the brain signals of 305 individuals listening to 4.1 hours of narrated stories. Overall, this study paves the way for efficient and flex-ible analyses of the brain bases of language.	a6e259c8813ae419610dab4190a8358adcc7b2b5	@['JournalArticle', 'Conference']{caucheteux-etal-2021-model,  author = {C. Caucheteux and Alexandre Gramfort and J. King},  booktitle = {Conference on Empirical Methods in Natural Language Processing},  pages = {3635-3644},  title = {Model-based analysis of brain activity reveals the hierarchy of language in 305 subjects},  year = {2021} }
Model Explanations under Calibration	2019	http://www.semanticscholar.org/paper/65926a0e95437bc1c986954478b3f8ff017ea609	A focused study on the impact of model interpretability in the context of calibration indicates that the means of using attention distributions for interpretability are highly unstable for un-calibrated models.	maybe	2	Explaining and interpreting the decisions of recommender systems are becoming extremely relevant both, for improving predictive performance, and providing valid explanations to users. While most of the recent interest has focused on providing local explanations, there has been a much lower emphasis on studying the effects of model dynamics and its impact on explanation. In this paper, we perform a focused study on the impact of model interpretability in the context of calibration. Specifically, we address the challenges of both over-confident and under-confident predictions with interpretability using attention distribution. Our results indicate that the means of using attention distributions for interpretability are highly unstable for un-calibrated models. Our empirical analysis on the stability of attention distribution raises questions on the utility of attention for explainability.	65926a0e95437bc1c986954478b3f8ff017ea609	@['JournalArticle']{batra-madhyastha-2019-model,  author = {Dhruv Batra and P. Madhyastha},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Model Explanations under Calibration},  volume = {abs/1906.07622},  year = {2019} }
Mix-review: Alleviate Forgetting in the Pretrain-Finetune Framework for Neural Language Generation Models	2019	http://www.semanticscholar.org/paper/fcc7ba74c2c24345ab11924c7a40a3a0c141df5e	This work focuses on the transformer encoder-decoder model for the open-domain dialogue response generation task, and finds that after standard fine-tuning, the model forgets important language generation skills acquired during large-scale pre-training.	maybe	6	In this work, we study how the large-scale pretrain-finetune framework changes the behavior of a neural language generator. We focus on the transformer encoder-decoder model for the open-domain dialogue response generation task. We find that after standard fine-tuning, the model forgets important language generation skills acquired during large-scale pre-training. We demonstrate the forgetting phenomenon through a detailed behavior analysis from the perspectives of context sensitivity and knowledge transfer. Adopting the concept of data mixing, we propose an intuitive fine-tuning strategy named "mix-review". We find that mix-review effectively regularize the fine-tuning process, and the forgetting problem is largely alleviated. Finally, we discuss interesting behavior of the resulting dialogue model and its implications.	fcc7ba74c2c24345ab11924c7a40a3a0c141df5e	@['JournalArticle', 'Review']{he-etal-2019-mix,  author = {Tianxing He and Jun Liu and Kyunghyun Cho and Myle Ott and Bing Liu and James R. Glass and Fuchun Peng},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Mix-review: Alleviate Forgetting in the Pretrain-Finetune Framework for Neural Language Generation Models},  volume = {abs/1910.07117},  year = {2019} }
MiQA: A Benchmark for Inference on Metaphorical Questions	2022	http://www.semanticscholar.org/paper/777683db4795ff691533c2c4be3244fabd826842		yes			777683db4795ff691533c2c4be3244fabd826842	
minicons: Enabling Flexible Behavioral and Representational Analyses of Transformer Language Models	2022	http://www.semanticscholar.org/paper/2fc6cda64da8badd1bd2efcbfef2766e68aa5592	The minicons library is described and applied to two motivating case studies: One focusing on the learning dynamics of the BERT architecture on relative grammatical judgments, and the other on benchmarking 23 different LMs on zero-shot abductive reasoning.	maybe	5	We present minicons , an open source library that provides a standard API for researchers interested in conducting behavioral and representational analyses of transformer-based language models (LMs). Speciﬁcally, minicons enables researchers to apply analysis methods at two levels: (1) at the prediction level— by providing functions to efﬁciently extract word/sentence level probabilities; and (2) at the representational level—by also facilitating efﬁcient extraction of word/phrase level vec-tors from one or more layers. In this paper, we describe the library and apply it to two motivating case studies: One focusing on the learning dynamics of the BERT architecture on relative grammatical judgments, and the other on benchmarking 23 different LMs on zero-shot abductive reasoning. minicons is available at https://github.com/ kanishkamisra/minicons .	2fc6cda64da8badd1bd2efcbfef2766e68aa5592	@['JournalArticle']{misra-2022-minicons:,  author = {Kanishka Misra},  booktitle = {ArXiv},  journal = {ArXiv},  title = {minicons: Enabling Flexible Behavioral and Representational Analyses of Transformer Language Models},  volume = {abs/2203.13112},  year = {2022} }
